character_id,ability,synergy_tag,synergy_type,ability_text
Mephisto,ultimate,Hero,ally,"Hellfire Blast  Attack primary target for 500% damage + clear 3 positive effects + apply Trauma for 1 turn and Disrupted for 2 turns. This damage reduces the Max Health of the target by the same amount.

For this character and all Ghost Rider, Ghost Rider (Robbie), and Cosmic Ghost Rider allies:
 > Flip all negative effects to positive effects.
 > Heal for 20% of this character's Max Health.
 > Fill Speed Bar by 20%.

If this character has any HERO allies, apply Taunt for 2 turns to all HERO allies. If this character does not have any HERO allies, apply Taunt for 2 turns to the VILLAIN ally with the highest Health.

Apply Defense Up for 2 turns to self and all allies.

Mind Control the enemy with the highest Damage to attack the primary target. The controlled character gains +50% Damage for this attack.

Apply Offense Down for 2 turns to all enemies. Level Required: 68  t4 confidence 96.6%"
Mephisto,ultimate,Villain,ally,"Hellfire Blast  Attack primary target for 500% damage + clear 3 positive effects + apply Trauma for 1 turn and Disrupted for 2 turns. This damage reduces the Max Health of the target by the same amount.

For this character and all Ghost Rider, Ghost Rider (Robbie), and Cosmic Ghost Rider allies:
 > Flip all negative effects to positive effects.
 > Heal for 20% of this character's Max Health.
 > Fill Speed Bar by 20%.

If this character has any HERO allies, apply Taunt for 2 turns to all HERO allies. If this character does not have any HERO allies, apply Taunt for 2 turns to the VILLAIN ally with the highest Health.

Apply Defense Up for 2 turns to self and all allies.

Mind Control the enemy with the highest Damage to attack the primary target. The controlled character gains +50% Damage for this attack.

Apply Offense Down for 2 turns to all enemies. Level Required: 68  t4 confidence 96.6%"
MercDmg_General,passive,Military,enemy,"Tactical Loadout  Gain 40% Damage and 15% Health.

In WAR:
> Gain an additional +40% Damage and +50% Max Health.
 > SKILL MILITARY allies gain +50% Max Health.
 > MILITARY allies gain +40% Damage. Level Required: 64  t4 confidence 20.4%"
MercDmg_General,passive,Skill,self,"Tactical Loadout  Gain 40% Damage and 15% Health.

In WAR:
> Gain an additional +40% Damage and +50% Max Health.
 > SKILL MILITARY allies gain +50% Max Health.
 > MILITARY allies gain +40% Damage. Level Required: 64  t4 confidence 20.4%"
MercDmg_General,ultimate,Military,enemy,"Frag Grenade  Transfer 1 positive effect, excluding Taunt, from primary target to self and all SKILL MILITARY allies.

Attack primary and adjacent targets for 240% damage + apply Bleed.

In WAR, clear 2 positive effects on primary and adjacent targets

This attack cannot be blocked or counterattacked.. Level Required: 68  t4 confidence 7.8%"
MercDmg_General,ultimate,Skill,enemy,"Frag Grenade  Transfer 1 positive effect, excluding Taunt, from primary target to self and all SKILL MILITARY allies.

Attack primary and adjacent targets for 240% damage + apply Bleed.

In WAR, clear 2 positive effects on primary and adjacent targets

This attack cannot be blocked or counterattacked.. Level Required: 68  t4 confidence 7.8%"
MercSupport_Buffs,passive,Mercenary,ally,"Squad Coherency  On Turn, 40% chance to heal most injured ally for 25% of this character's Max Health. If ally is MERCENARY, heal again for 10% of this character's Max Health.
When a non-summoned MERCENARY ally drops below 50% Health, fill this character's Speed Bar by 40%.

On WAR DEFENSE, when an enemy attacks this character or an adjacent ally, heal most injured MERCENARY ally for 1,500 Health + 10% of this character's Max Health. Level Required: 64  t4 confidence 29.8%"
MercSupport_Buffs,special,Mercenary,ally,Cover Fire  Attack primary target for 290% damage. Grant 1 ability energy to a random ally. Grant 1 ability energy to all MERCENARY VILLAIN  allies. Level Required: 65  t4 confidence 15.2%
MercSupport_Buffs,special,Villain,ally,Cover Fire  Attack primary target for 290% damage. Grant 1 ability energy to a random ally. Grant 1 ability energy to all MERCENARY VILLAIN  allies. Level Required: 65  t4 confidence 15.2%
MercTank_Debuff,passive,Mercenary,self,"Riot Suppression  Gain +25% Block Chance. Gain +25% Block amount

On WAR DEFENSE:
>  On Enemy Turn, apply +1 Deflect, up to a maximum of 4, to self and adjacent allies.
>  Gain +10% Block Chance per MERCENARY ally. Level Required: 64  t4 confidence 15.5%"
Minerva,basic,Kree,ally,A brilliant Kree geneticist that uses her mastery of biology to weaken foes and replenish her allies.
Minerva,passive,Kree,enemy,"Mass Phlebotomy  Steal 15% Health from all enemies and redistribute to all allies. All allies receive an additional 5,000 Health. This bypasses Heal Block.

Always apply Regeneration for 2 turns to all allies.
Always apply Bleed for 2 turns to all enemies.
Apply Deflect to all KREE allies.

This attack ignores Deathproof and passives that trigger when a character drops below a certain Health. Level Required: 70  t4 confidence 34.5%"
Minerva,special,Bio,enemy,"Bio-Weapon  Attack primary target for 200% damage + apply Bleed.

 Apply Regeneration to the most injured non-summoned ally. Level Required: 65  t4 confidence 36.3%"
Minerva,ultimate,Kree,ally,"Genetic Reconstruction  Heal most injured ally for 5,000 Health + 15% of this character's Max Health.

Generate Ability Energy to a random KREE ally.

Revive dead ally with 40% Max Health + apply 2 Deathproof.

 Level Required: 68  t4 confidence 32.1%"
MistyKnight,basic,Heroes for Hire,enemy,Misty Knight is the tough-as-nails leader of the Heroes for Hire who uses her cybernetic arm to break through her enemies' defenses.
Mockingbird,passive,Avenger,enemy,"All-Out Takedown  Flip 2 random negative effects to positive effects on all S.H.I.E.L.D. allies.
Flip all negative effects to positive effects on self and all NEW AVENGER allies.

Attack all enemies for 350% damage + flip Taunt on each enemy.

Spread all positive effects on self to all NEW AVENGER and S.H.I.E.L.D. allies, excluding Taunt, Stealth, and Regeneration.
Heal self and all NEW AVENGER allies for 15% of this character's Max Health. Heal all other allies for 5% of this character's Max Health.

Summon 1 S.H.I.E.L.D. Medic. Apply Defense Up and Deathproof to summoned S.H.I.E.L.D. Medic.

Fill Speed Bar for a random Ronin ally by 20%.

In WAR:
 > Reduce Speed Bar for all enemies by 7% + 7% per NEW AVENGER ally.
 > Apply Stealth to summoned S.H.I.E.L.D. Medic.
 > Gain +2,000% Extra Focus for this attack.
 > This attack cannot be counterattacked or blocked. Level Required: 70  t4 confidence 29.6%"
Mockingbird,passive,New Avenger,enemy,"All-Out Takedown  Flip 2 random negative effects to positive effects on all S.H.I.E.L.D. allies.
Flip all negative effects to positive effects on self and all NEW AVENGER allies.

Attack all enemies for 350% damage + flip Taunt on each enemy.

Spread all positive effects on self to all NEW AVENGER and S.H.I.E.L.D. allies, excluding Taunt, Stealth, and Regeneration.
Heal self and all NEW AVENGER allies for 15% of this character's Max Health. Heal all other allies for 5% of this character's Max Health.

Summon 1 S.H.I.E.L.D. Medic. Apply Defense Up and Deathproof to summoned S.H.I.E.L.D. Medic.

Fill Speed Bar for a random Ronin ally by 20%.

In WAR:
 > Reduce Speed Bar for all enemies by 7% + 7% per NEW AVENGER ally.
 > Apply Stealth to summoned S.H.I.E.L.D. Medic.
 > Gain +2,000% Extra Focus for this attack.
 > This attack cannot be counterattacked or blocked. Level Required: 70  t4 confidence 29.6%"
Mockingbird,passive,S.H.I.E.L.D.,ally,"All-Out Takedown  Flip 2 random negative effects to positive effects on all S.H.I.E.L.D. allies.
Flip all negative effects to positive effects on self and all NEW AVENGER allies.

Attack all enemies for 350% damage + flip Taunt on each enemy.

Spread all positive effects on self to all NEW AVENGER and S.H.I.E.L.D. allies, excluding Taunt, Stealth, and Regeneration.
Heal self and all NEW AVENGER allies for 15% of this character's Max Health. Heal all other allies for 5% of this character's Max Health.

Summon 1 S.H.I.E.L.D. Medic. Apply Defense Up and Deathproof to summoned S.H.I.E.L.D. Medic.

Fill Speed Bar for a random Ronin ally by 20%.

In WAR:
 > Reduce Speed Bar for all enemies by 7% + 7% per NEW AVENGER ally.
 > Apply Stealth to summoned S.H.I.E.L.D. Medic.
 > Gain +2,000% Extra Focus for this attack.
 > This attack cannot be counterattacked or blocked. Level Required: 70  t4 confidence 29.6%"
Mockingbird,special,Avenger,enemy,"Pecking Strike  Attack primary target for 300% damage.

Heal self and all NEW AVENGER allies for 10% of this character's Max Health.
Heal all other allies for 5% of this character's Max Health.

This attack cannot be counterattacked. Level Required: 65  t4 confidence 22.4%"
Mockingbird,special,New Avenger,enemy,"Pecking Strike  Attack primary target for 300% damage.

Heal self and all NEW AVENGER allies for 10% of this character's Max Health.
Heal all other allies for 5% of this character's Max Health.

This attack cannot be counterattacked. Level Required: 65  t4 confidence 22.4%"
Mockingbird,ultimate,Avenger,enemy,"Fighting Flight  Attack primary target for 300% damage. Rebound chain to 4 adjacent targets for 280% damage.

Clear Bleed from self and all NEW AVENGER allies.
Clear 3 random negative effects from self, all NEW AVENGER, and all S.H.I.E.L.D. allies.
Apply +1 Stealth, up to a maximum of 3, to all AVENGER and S.H.I.E.L.D. allies below 50% Max Health.

Heal self and all NEW AVENGER allies for 15% of this character's Max Health. Heal all other allies for 5% of this character's Max Health.

Generate 1 Ability Energy for 4 random NEW AVENGER allies or self that were not at full energy on start of the current turn.

This attack cannot be blocked.

In WAR:
 > This attack cannot be counterattacked.
 > Apply Immunity to this character and all NEW AVENGER allies. Level Required: 68  t4 confidence 20.8%"
Mockingbird,ultimate,New Avenger,enemy,"Fighting Flight  Attack primary target for 300% damage. Rebound chain to 4 adjacent targets for 280% damage.

Clear Bleed from self and all NEW AVENGER allies.
Clear 3 random negative effects from self, all NEW AVENGER, and all S.H.I.E.L.D. allies.
Apply +1 Stealth, up to a maximum of 3, to all AVENGER and S.H.I.E.L.D. allies below 50% Max Health.

Heal self and all NEW AVENGER allies for 15% of this character's Max Health. Heal all other allies for 5% of this character's Max Health.

Generate 1 Ability Energy for 4 random NEW AVENGER allies or self that were not at full energy on start of the current turn.

This attack cannot be blocked.

In WAR:
 > This attack cannot be counterattacked.
 > Apply Immunity to this character and all NEW AVENGER allies. Level Required: 68  t4 confidence 20.8%"
Mockingbird,ultimate,S.H.I.E.L.D.,ally,"Fighting Flight  Attack primary target for 300% damage. Rebound chain to 4 adjacent targets for 280% damage.

Clear Bleed from self and all NEW AVENGER allies.
Clear 3 random negative effects from self, all NEW AVENGER, and all S.H.I.E.L.D. allies.
Apply +1 Stealth, up to a maximum of 3, to all AVENGER and S.H.I.E.L.D. allies below 50% Max Health.

Heal self and all NEW AVENGER allies for 15% of this character's Max Health. Heal all other allies for 5% of this character's Max Health.

Generate 1 Ability Energy for 4 random NEW AVENGER allies or self that were not at full energy on start of the current turn.

This attack cannot be blocked.

In WAR:
 > This attack cannot be counterattacked.
 > Apply Immunity to this character and all NEW AVENGER allies. Level Required: 68  t4 confidence 20.8%"
MoonGirl,special,A-Force,self,"Water Gun  Attack primary and adjacent targets for 300% damage.

In RAIDS or WAR, reduce Speed Bar of primary and adjacent targets by 3% + 3% per CHAMPION or ABSOLUTE A-FORCE ally.

This attack cannot be Counterattacked. Level Required: 65  t4 confidence 26.2%"
MoonGirl,special,Absolute A-Force,self,"Water Gun  Attack primary and adjacent targets for 300% damage.

In RAIDS or WAR, reduce Speed Bar of primary and adjacent targets by 3% + 3% per CHAMPION or ABSOLUTE A-FORCE ally.

This attack cannot be Counterattacked. Level Required: 65  t4 confidence 26.2%"
MoonGirl,special,Champion,self,"Water Gun  Attack primary and adjacent targets for 300% damage.

In RAIDS or WAR, reduce Speed Bar of primary and adjacent targets by 3% + 3% per CHAMPION or ABSOLUTE A-FORCE ally.

This attack cannot be Counterattacked. Level Required: 65  t4 confidence 26.2%"
MoonGirl,ultimate,Inhuman,enemy,"Tail Slap  Attack primary and adjacent targets for 350% damage + apply Defense Down for 2 turns, Heal Block for 2 turns, and Disrupted for 2 turns.

Flip 3 random negative effects to positive effects + apply Stealth to the most injured INHUMAN ally.

If Charged, lose 1 Charged.

This attack cannot be Counterattacked. Level Required: 68  t4 confidence 35.6%"
MoonKnight,passive,Guardian,enemy,"Night Guardian  Attack primary target for 360% damage + Rebound Chain to 6-7 adjacent targets for 290% damage.

Gain +100% Crit Chance on any target that has a negative effect.

This attack cannot be Blocked.

In RAIDS, this attack cannot be counterattacked.

Counterattack breaks this Chain. Level Required: 68  t4 confidence 39.9%"
MoonKnight,special,Shadowland,enemy,"Assist/Counter Info Attack primary target for 225% damage + 17% Piercing damage.Gain a random positive effect from this list:CounterattackOffense UpSpeed UpWhen forced to attack an ally, this character deals 25% damage to SHADOWLAND characters."
MoonKnight,ultimate,Nightstalker,enemy,"Lunar Strike  Attack primary target for 340% damage.

Gain a random positive effect for 2 turns from this list:
Counter
Offense Up
Speed Up

When forced to attack an ally, this character deals less damage to SHADOWLAND and NIGHTSTALKER characters. Level Required: 65  t4 confidence 42.5%"
MoonKnight,ultimate,Shadowland,enemy,"Lunar Strike  Attack primary target for 340% damage.

Gain a random positive effect for 2 turns from this list:
Counter
Offense Up
Speed Up

When forced to attack an ally, this character deals less damage to SHADOWLAND and NIGHTSTALKER characters. Level Required: 65  t4 confidence 42.5%"
Moondragon,basic,Infinity Watch,ally,"Moondragon and her partner Phyla-Vell are key members of the Infinity Watch, with Moondragon providing psychic healing support."
Moondragon,basic,SUPPORT,ally,"Moondragon and her partner Phyla-Vell are key members of the Infinity Watch, with Moondragon providing psychic healing support."
Moondragon,passive,Astral,enemy,"Meditation Wave  Flip Immunity on primary target.

Clear all positive effects from all enemies.
Attack primary target for 320% damage + 5% of the target's Max Health + apply Slow for 2 turns + reduce Speed Bar by 50%.

Heal all allies for 30% of this character's Max Health + apply Defense Up + Deflect.
Apply Immunity to self and all INFINITY WATCH and ASTRAL allies.

Gain +1,000% Focus for this attack. Level Required: 68  t4 confidence 59.4%"
Moondragon,passive,Infinity Watch,enemy,"Meditation Wave  Flip Immunity on primary target.

Clear all positive effects from all enemies.
Attack primary target for 320% damage + 5% of the target's Max Health + apply Slow for 2 turns + reduce Speed Bar by 50%.

Heal all allies for 30% of this character's Max Health + apply Defense Up + Deflect.
Apply Immunity to self and all INFINITY WATCH and ASTRAL allies.

Gain +1,000% Focus for this attack. Level Required: 68  t4 confidence 59.4%"
Moondragon,ultimate,Astral,enemy,"Psionic Assault  If there is more than 1 non-summoned enemy, Mind Control 1 non-summoned enemy to attack the primary target. The controlled character gains +40% Damage for this attack.

Attack primary target for 280% damage + 5% of the target's Max Health.

Apply Assist Now to 1 random Phyla-Vell ally and 1 random ASTRAL ally.

When forced to attack an ally, this character deals less damage to ASTRAL characters. Level Required: 65  t4 confidence 58.8%"
MorganLeFay,passive,Darkhold,enemy,"Time Warp  Reduce Speed Bar for self, all allies, and all enemies by 100%.
Clear all positive effects from all enemies.
Clear all negative effects from self.
Heal self for 100% of this character's Max Health.
Deal 10% of this character's Max Health, as damage, to all enemies.
Apply Speed Up for 2 turns and Immunity for 1 turn to self, an Apocalypse ally, all DARKHOLD allies, and all HORSEMAN allies.

This attack is unavoidable. Level Required: 78  t4 confidence 84.6%"
MorganLeFay,passive,Horseman,enemy,"Time Warp  Reduce Speed Bar for self, all allies, and all enemies by 100%.
Clear all positive effects from all enemies.
Clear all negative effects from self.
Heal self for 100% of this character's Max Health.
Deal 10% of this character's Max Health, as damage, to all enemies.
Apply Speed Up for 2 turns and Immunity for 1 turn to self, an Apocalypse ally, all DARKHOLD allies, and all HORSEMAN allies.

This attack is unavoidable. Level Required: 78  t4 confidence 84.6%"
MrFantastic,basic,CONTROLLER,ally,Mister Fantastic is a Controller who uses his hyper-genius to remove positive effects from foes.
MrFantastic,passive,Illuminati,enemy,"Orbital Assault  Clear Defense Up on primary target and most injured enemy. Attack both targets for 450% damage.

If this character has any ILLUMINATI allies, instead, clear Defense Up on all enemies then attack all enemies for 450% damage.

If this character has 2 or more ILLUMINATI allies, this attack does 450% Piercing, instead.

This attack gains +100,000 Extra Focus and cannot be Blocked.
In CRUCIBLE, this attack is Unavoidable. Level Required: 70  t4 confidence 36.7%"
MrFantastic,special,Illuminati,enemy,"Tensile Strength  Attack primary target for 300% damage.
Rebound Chain to 3 adjacent targets for 300% damage.

Counterattack breaks this Chain.

In CRUCIBLE, if this character has 2 or more ILLUMINATI allies, this attack cannot be counterattacked. Level Required: 65  t4 confidence 39.6%"
MrFantasticMCU,basic,Guardian,ally,"A stalwart and resilient guardian, Mr. Fantastic shields his allies with barriers, purges harmful effects, and delivers punishing blows while ensuring his team stays protected."
MrFantasticMCU,ultimate,Fantastic Four,ally,"Calculated Breakthrough  Apply Stun to the primary target.

Attack primary and adjacent targets for 300% damage + 10% of each target's Max Health.

Gain Taunt for 2 turns.

If this character has 2 or more FANTASTIC FOUR allies, reduce the duration of all negative effects on this character and each ally by 2. (Any negative effect that has a duration of 0 expires instantly, including Trauma)

Apply 2 Deathproof and Safeguard for 2 turns to self and all allies.

This attack cannot be dodged and if this character has 2 or more FANTASTIC FOUR (MCU) allies, this attack is Unavoidable. Level Required: 68  t4 confidence 62.1%"
MrNegative,basic,Underworld,enemy,"An underworld boss whose Darkforce abilities can flip enemies' positive effects, creating openings for his gang of Inner Demons' debilitating attacks."
MrSinister,passive,Marauders,enemy,"Clone  Summon a Clone of the primary target. This Clone scales with Mister Sinister's stats instead of the primary target.
Clone gains Defense Up for 2 turns.

On WAR DEFENSE:
> Generate 2 Ability Energy for all MARAUDERS and Cloned allies.
> This ability targets the non-summoned enemy with the highest Damage, ignoring Taunt and Stealth. This ability can target Dark Phoenix. Level Required: 70  t4 confidence 58.6%"
MrSinister,special,Marauders,self,"Psionic Beam  Attack primary target for 300% damage + 50% damage per non-Cloned MARAUDERS ally.

Gain an assist from a random Cloned ally.
Gain an assist from a random MARAUDERS ally. Level Required: 65  t4 confidence 49.5%"
MrSinister,ultimate,Mutant,ally,"Gene Therapy  Clear Heal Block from the 2 most injured allies. Gain Offense Up for 2 turns.

Transfer all positive effects, excluding Taunt and Stealth, from an ally Mystique to this character. Spread all positive effects from this character to all MUTANT or Cloned allies.

Heal all allies for 2,000 Health + 20% of this character's Max Health.
Heal all Clones for 1,500 Health + 10% of this character's Max Health. Level Required: 68  t4 confidence 50.9%"
MsMarvel,basic,BRAWLER,self,A plucky Super Hero brawler who assists and generates ability energy for her allies.
MsMarvel,basic,Hero,self,A plucky Super Hero brawler who assists and generates ability energy for her allies.
MsMarvel,passive,CONTROLLER,ally,"Rejuvenate  Heal self for 50% of this character's Max Health.
If no other ally has Taunt, gain Taunt.

Apply Counter to all SUPPORT and CONTROLLER allies.

In RAIDS:
 > Apply Defense Up for 2 turns and 2 Deathproof to self and all CHAMPION allies.
 > Prolong the duration of all positive effects, excluding Taunt, on self and all CHAMPION allies by 1. Level Required: 68  t4 confidence 26.1%"
MsMarvel,passive,Champion,ally,"Rejuvenate  Heal self for 50% of this character's Max Health.
If no other ally has Taunt, gain Taunt.

Apply Counter to all SUPPORT and CONTROLLER allies.

In RAIDS:
 > Apply Defense Up for 2 turns and 2 Deathproof to self and all CHAMPION allies.
 > Prolong the duration of all positive effects, excluding Taunt, on self and all CHAMPION allies by 1. Level Required: 68  t4 confidence 26.1%"
MsMarvel,passive,SUPPORT,ally,"Rejuvenate  Heal self for 50% of this character's Max Health.
If no other ally has Taunt, gain Taunt.

Apply Counter to all SUPPORT and CONTROLLER allies.

In RAIDS:
 > Apply Defense Up for 2 turns and 2 Deathproof to self and all CHAMPION allies.
 > Prolong the duration of all positive effects, excluding Taunt, on self and all CHAMPION allies by 1. Level Required: 68  t4 confidence 26.1%"
MsMarvel,ultimate,Champion,ally,"Big Bash  Attack primary target for 200% damage.

Gain 2 Deflect.

In RAIDS, generate 1 Ultimate Ability Energy for a random CHAMPION ally or self that was not at full energy. Level Required: 65  t4 confidence 37.1%"
MsMarvelClassic,basic,X-Men,ally,"Before assuming the mantle of Captain Marvel, Carol Danvers donned this now classic black and yellow look to fight alongside the Avengers and X-Men."
MsMarvelClassic,passive,A-Force,ally,"Close the Distance  Attack primary target for 550% damage + apply Defense Down for 2 turns and Heal Block for 2 turns.
This damage is increased by 50% per Charged on this character.

Clear all negative effects from self and all allies.
Heal self and all ABSOLUTE A-FORCE allies for 40% of this character's Max Health + apply 2 Regeneration for 1 turn, Defense Up for 2 turns, Immunity for 1 turn, and Safeguard for 1 turn.

In WAR, this attack cannot be blocked or dodged. Level Required: 70  t4 confidence 43.7%"
MsMarvelClassic,passive,Absolute A-Force,ally,"Close the Distance  Attack primary target for 550% damage + apply Defense Down for 2 turns and Heal Block for 2 turns.
This damage is increased by 50% per Charged on this character.

Clear all negative effects from self and all allies.
Heal self and all ABSOLUTE A-FORCE allies for 40% of this character's Max Health + apply 2 Regeneration for 1 turn, Defense Up for 2 turns, Immunity for 1 turn, and Safeguard for 1 turn.

In WAR, this attack cannot be blocked or dodged. Level Required: 70  t4 confidence 43.7%"
MsMarvelClassic,special,A-Force,ally,"Classic Beatdown  Attack primary target for 300% damage.

Apply Defense Up and Regeneration to the most injured ABSOLUTE A-FORCE ally that doesn't have Defense Up.

In WAR, heal self and all ABSOLUTE A-FORCE allies for 10% of this character's Max Health.

If this character has 2 or fewer Charged, gain +3 Charged, up to a maximum of 3. Level Required: 65  t4 confidence 31.5%"
MsMarvelClassic,special,Absolute A-Force,ally,"Classic Beatdown  Attack primary target for 300% damage.

Apply Defense Up and Regeneration to the most injured ABSOLUTE A-FORCE ally that doesn't have Defense Up.

In WAR, heal self and all ABSOLUTE A-FORCE allies for 10% of this character's Max Health.

If this character has 2 or fewer Charged, gain +3 Charged, up to a maximum of 3. Level Required: 65  t4 confidence 31.5%"
MsMarvelClassic,ultimate,A-Force,enemy,"Flying Kree  Attack primary and adjacent targets for 350% damage + 20% Drain.

Heal self and all A-FORCE allies for 30% of this character's Max Health + apply 2 Evade and 2 Regeneration.

In WAR, this attack cannot be blocked or dodged. Level Required: 68  t4 confidence 36.3%"
MsMarvelClassic,ultimate,Kree,enemy,"Flying Kree  Attack primary and adjacent targets for 350% damage + 20% Drain.

Heal self and all A-FORCE allies for 30% of this character's Max Health + apply 2 Evade and 2 Regeneration.

In WAR, this attack cannot be blocked or dodged. Level Required: 68  t4 confidence 36.3%"
MultipleMan,basic,Mutant,ally,"A one-Mutant army, Multiple Man is X-Factor's leader and Protector, creating duplicates to guard the team and overwhelm his foes."
MultipleMan,basic,PROTECTOR,ally,"A one-Mutant army, Multiple Man is X-Factor's leader and Protector, creating duplicates to guard the team and overwhelm his foes."
MultipleMan,basic,X-Factor,ally,"A one-Mutant army, Multiple Man is X-Factor's leader and Protector, creating duplicates to guard the team and overwhelm his foes."
MultipleMan,passive,Hand,ally,"Helping Hand  Summon 2 Dupes. Remove all negative effects from all Dupe allies. Apply Taunt + Deathproof to all Dupe allies.

If Polaris is an ally, clear all negative effects from self.

Gain Immunity for 1 turn. Level Required: 68  t4 confidence 16.0%"
Mysterio,basic,CONTROLLER,enemy,Mysterio is an enigmatic Controller who manipulates his enemies' status effects.
Mysterio,passive,Superior Six,enemy,"Smoke and Mirrors  Attack all enemies for 350% damage.

If this character has 2 or more SUPERIOR SIX allies, flip all positive effects on all enemies.

Apply Heal Block for 2 turns and Disrupted for 2 turns to all enemies.

Summon a Mirror Image for each Charged on this character, up to a maximum of 5 Mirror Images, then lose all Charged.

In WAR, this attack gains +100,000% Extra Focus. Level Required: 70  t4 confidence 35.6%"
Mysterio,ultimate,Sinister Six,ally,"Master of Illusion  Apply Blind to the primary target.
If this character has 2 or more SUPERIOR SIX allies, apply Blind to all enemies instead.
Apply Ability Block for 2 turns to the primary target.
Apply Ability Block to 1 random adjacent enemy.

In WAR, this attack gains +100,000% Extra Focus.

Gain an assist from a random SINISTER SIX ally.
Gain an assist from a random ally. Level Required: 68  t4 confidence 31.2%"
Mysterio,ultimate,Superior Six,enemy,"Master of Illusion  Apply Blind to the primary target.
If this character has 2 or more SUPERIOR SIX allies, apply Blind to all enemies instead.
Apply Ability Block for 2 turns to the primary target.
Apply Ability Block to 1 random adjacent enemy.

In WAR, this attack gains +100,000% Extra Focus.

Gain an assist from a random SINISTER SIX ally.
Gain an assist from a random ally. Level Required: 68  t4 confidence 31.2%"
Nakia,passive,War Dog,enemy,"Twin Rings  Clear all negative effects on self.

Attack primary target for 350% damage + apply +1 Disrupted.

Gain +2 Stealth, up to a maximum of 5.

This attack cannot be blocked.

On WAR OFFENSE:
 > Generate 1 Ability Energy for all adjacent WAR DOG allies.
 > Clear Taunt and Immunity on primary target before the attack.
 > Apply +2 Disrupted instead.
 > This attack gains +500% Extra Focus. Level Required: 68  t4 confidence 21.4%"
Namor,basic,BRAWLER,enemy,Namor is a mutant Brawler who helps the Fantastic Four wash away enemy teams during War.
Namor,basic,Fantastic Four,enemy,Namor is a mutant Brawler who helps the Fantastic Four wash away enemy teams during War.
Namor,basic,Mutant,enemy,Namor is a mutant Brawler who helps the Fantastic Four wash away enemy teams during War.
Nebula,passive,Infinity Watch,enemy,Challenging Foe  Attack primary target for 310% damage + gain 2 Counter. Apply 2 Counter to all INFINITY WATCH allies. Level Required: 68  t4 confidence 29.4%
Negasonic,basic,BLASTER,ally,"Negasonic Teenage Warhead is a Mutant Blaster whose explosive hits are so hard, they knock positive effects off her target."
Negasonic,basic,Mutant,ally,"Negasonic Teenage Warhead is a Mutant Blaster whose explosive hits are so hard, they knock positive effects off her target."
Negasonic,passive,Secret Warrior,enemy,"Warhead  Attack all enemies for 360% damage + apply Heal Block for 2 turns.

On WAR OFFENSE:
 > If Phantom Rider is an ally, this attack does an additional 50% Damage.
 > Clear Defense Up on all enemies.
 > If this character has 3 or more SECRET WARRIOR allies, reduce the duration of all positive effects by 2 on all enemies. Gain +500% Extra Focus for this action.
 > If this character has 3 or more SECRET WARRIOR allies, clear 2 random negative effects on self and  all SECRET WARRIOR allies. Level Required: 70  t4 confidence 20.3%"
Nemesis,basic,Death Seed,enemy,"The heir to Apocalypse from a world where mutants dominate humans, Nemesis drains the life force of his enemies, transferring their health to his Death Seed allies."
Nemesis,passive,Bio,enemy,"Bio-Energy Eruption  Attack primary and adjacent targets for 250% damage + Steal 10% Health from each target and redistribute to self and all allies. This bypasses Heal Block.

Transfer all positive effects from a random non-summoned Archangel ally to self.
Spread all positive effects on self to all non-summoned DEATH SEED allies.
These actions will not spread Taunt, Stealth, Regeneration, or Safeguard.

Apply Speed Up for 2 turns to self and all DEATH SEED allies. Level Required: 68  t4 confidence 68.2%"
Nemesis,passive,Death Seed,ally,"Bio-Energy Eruption  Attack primary and adjacent targets for 250% damage + Steal 10% Health from each target and redistribute to self and all allies. This bypasses Heal Block.

Transfer all positive effects from a random non-summoned Archangel ally to self.
Spread all positive effects on self to all non-summoned DEATH SEED allies.
These actions will not spread Taunt, Stealth, Regeneration, or Safeguard.

Apply Speed Up for 2 turns to self and all DEATH SEED allies. Level Required: 68  t4 confidence 68.2%"
Nemesis,special,Death Seed,enemy,Assist/Counter Info Attack primary target for 148% damage + 17% Piercing + Steal 5% Health from each target and redistribute to self and all DEATH SEED allies. This bypasses Heal Block.
Nemesis,ultimate,Death Seed,enemy,Exo-Punch  Attack primary and adjacent targets for 240% damage + Steal 5% Health from each target and redistribute to self and all DEATH SEED allies. This bypasses Heal Block. Level Required: 65  t4 confidence 54.8%
NickFury,basic,Legendary,ally,The legendary leader who spreads advantages to allies and summons S.H.I.E.L.D. agents.
NickFury,basic,S.H.I.E.L.D.,ally,The legendary leader who spreads advantages to allies and summons S.H.I.E.L.D. agents.
NickFury,passive,S.H.I.E.L.D.,ally,"Reinforcements  Summon 3 S.H.I.E.L.D. Agents. Gain a positive effect for 2 turns.
Apply Defense Up, 2 Deathproof, and Taunt for 2 turns to summoned agents.

Possible Summons: 
> S.H.I.E.L.D. Operative + Nick Fury gains Speed Up
> S.H.I.E.L.D. Security + Nick Fury gains Offense Up Level Required: 70  t4 confidence 54.4%"
NickFury,ultimate,Invader,ally,"Rally  Gain Defense Up for 2 turns + 2 Deathproof. Spread all positive effects on self to all allies, excluding Taunt.

Heal self, Kestrel, Coulson, all INVADER allies, and all S.H.I.E.L.D. MINION allies for 30% of this character's Max Health. Level Required: 68  t4 confidence 42.1%"
